CATEGORÍA,CÓDIGO DE VEHÍCULO,TIPO TRANSACCIÓN,MARCA,MODELO,PAIS,CLASE,TIPO,FECHA COMPRA (MM/DD/AA),PERSONA NATURAL - JURIDICA
1014813,10083569,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/10/2000,NATURAL
1014813,10083570,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/11/2000,NATURAL
1014813,10081241,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/12/2000,NATURAL
1014813,10081241,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/13/2000,NATURAL
1014813,10081461,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/14/2000,NATURAL
1014813,10081461,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/15/2000,NATURAL
1014813,10081461,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/16/2000,NATURAL
1014813,10081463,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/17/2000,NATURAL
1014813,10081463,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/18/2000,NATURAL
1014813,10081463,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/19/2000,NATURAL
1014813,10068156,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/20/2000,NATURAL
1014813,10070427,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/21/2000,NATURAL
1014813,10081452,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/22/2000,NATURAL
1014813,10081452,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/23/2000,NATURAL
1014813,10081455,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/24/2000,NATURAL
1014813,10070286,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/25/2000,NATURAL
1014813,10070438,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/26/2000,NATURAL
1014813,10081544,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/27/2000,NATURAL
1014813,10075818,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/28/2000,NATURAL
1014813,10070283,COMPRA LOCAL,RANGER,200AT,CHINA POPULAR,MOTOCICLETA,LIVIANO,8/29/2000,NATURAL
1014809,10088693,COMPRA LOCAL,FORD,BRONCO BADLANDS V6 AC 2.7 5P 4X4 TA,ESTADOS UNIDOS,JEEP,LIVIANO,8/30/2000,NATURAL
1014807,10088684,COMPRA LOCAL,FORD,F150 XLT AC 3.5 CD 4X4 TA HYBRID,ESTADOS UNIDOS,CAMIONETA,LIVIANO,8/31/2000,NATURAL
1014807,10088682,COMPRA LOCAL,FORD,F150 XLT AC 3.5 CD 4X4 TA HYBRID,ESTADOS UNIDOS,CAMIONETA,LIVIANO,9/1/2000,NATURAL
1014804,10011806,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F341CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,VOLQUETA,PESADO,9/2/2000,NATURAL
1014804,10049205,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F341CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,VOLQUETA,PESADO,9/3/2000,NATURAL
1014804,10011051,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F341CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,VOLQUETA,PESADO,9/4/2000,NATURAL
1014804,10011054,COMPRA LOCAL,SINOTRUK,HOWO NPS ZZ1067F341CD165 AC 3.8 2P 4X2 TM DIESEL,CHINA POPULAR,VOLQUETA,PESADO,9/5/2000,NATURAL
1014803,10110095,COMPRA LOCAL,JAC,S4 AC 1.6 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/6/2000,NATURAL
1014803,10110507,COMPRA LOCAL,JAC,S4 AC 1.6 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/7/2000,NATURAL
1014803,10110509,COMPRA LOCAL,JAC,S4 AC 1.6 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/8/2000,NATURAL
1014801,10110105,COMPRA LOCAL,JAC,S2 AC 1.5 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/9/2000,NATURAL
1014801,10110336,COMPRA LOCAL,JAC,S2 AC 1.5 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/10/2000,NATURAL
1014801,10110347,COMPRA LOCAL,JAC,S2 AC 1.5 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/11/2000,NATURAL
1014801,10110351,COMPRA LOCAL,JAC,S2 AC 1.5 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/12/2000,NATURAL
1014801,10110353,COMPRA LOCAL,JAC,S2 AC 1.5 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/13/2000,NATURAL
1014801,10110354,COMPRA LOCAL,JAC,S2 AC 1.5 5P 4X2 TM,CHINA POPULAR,JEEP,LIVIANO,9/14/2000,NATURAL
1014798,9711014,COMPRA LOCAL,FAW,CA1180P28K1L4EA80 210 AC 6.7 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,9/15/2000,NATURAL
1014506,10069958,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/16/2000,NATURAL
1014506,10074129,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/17/2000,NATURAL
1014506,10074131,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/18/2000,NATURAL
1014506,10076648,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/19/2000,NATURAL
1014506,10069980,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/20/2000,NATURAL
1014506,10069988,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/21/2000,NATURAL
1014506,10064003,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/22/2000,NATURAL
1014506,10075827,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/23/2000,NATURAL
1014506,10076669,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/24/2000,NATURAL
1014506,10069979,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/25/2000,NATURAL
1014506,10074104,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/26/2000,NATURAL
1014506,10076645,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/27/2000,NATURAL
1014506,10064330,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/28/2000,NATURAL
1014506,10068494,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/29/2000,NATURAL
1014506,10076649,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,9/30/2000,NATURAL
1014506,10068491,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/1/2000,NATURAL
1014506,10068492,COMPRA LOCAL,DAYTONA,DY150 EAGLE 5,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/2/2000,NATURAL
1014299,10085864,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/3/2000,NATURAL
1014299,10105139,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/4/2000,NATURAL
1014299,10086209,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/5/2000,NATURAL
1014299,10099164,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/6/2000,NATURAL
1014299,10106183,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/7/2000,NATURAL
1014299,10106183,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/8/2000,NATURAL
1014299,10089632,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/9/2000,NATURAL
1014299,10101557,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/10/2000,NATURAL
1014299,10101486,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/11/2000,NATURAL
1014299,10101527,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/12/2000,NATURAL
1014299,10089630,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/13/2000,NATURAL
1014299,10098917,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/14/2000,NATURAL
1014299,10098917,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/15/2000,NATURAL
1014299,10098917,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/16/2000,NATURAL
1014299,10098917,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/17/2000,NATURAL
1014299,10096170,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/18/2000,NATURAL
1014299,10098540,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/19/2000,NATURAL
1014299,10101488,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/20/2000,NATURAL
1014299,10089629,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/21/2000,NATURAL
1014299,10089287,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/22/2000,NATURAL
1014299,10087644,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/23/2000,NATURAL
1014299,10087644,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/24/2000,NATURAL
1014299,10087644,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/25/2000,NATURAL
1014299,10087644,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/26/2000,NATURAL
1014299,10087644,COMPRA LOCAL,RANGER,250GY-50,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/27/2000,NATURAL
1014294,9930581,COMPRA LOCAL,JAC,HFC1120KNR AC 4.5 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,10/28/2000,NATURAL
1014275,10087188,IMPORTACION DIRECTA,VOLVO,XC90 AC 2.0 5P 4X4 TA,SUECIA,JEEP,LIVIANO,10/29/2000,NATURAL
1014273,10078856,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/30/2000,NATURAL
1014273,10078836,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,10/31/2000,NATURAL
1014273,10078877,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/1/2000,NATURAL
1014273,10078880,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/2/2000,NATURAL
1014273,10096587,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/3/2000,NATURAL
1014273,10078812,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/4/2000,NATURAL
1014273,10096601,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/5/2000,NATURAL
1014273,10078824,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/6/2000,NATURAL
1014273,10078869,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/7/2000,NATURAL
1014273,10078905,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/8/2000,NATURAL
1014273,10078845,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/9/2000,NATURAL
1014273,10078857,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/10/2000,NATURAL
1014273,10078826,COMPRA LOCAL,DAYTONA,DY200 PREDATOR,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/11/2000,NATURAL
1014272,10080564,IMPORTACION DIRECTA,CHEVROLET,TRAILBLAZER AC 2.8 5P 4X4 TA DIESEL,BRASIL,JEEP,LIVIANO,11/12/2000,NATURAL
1014267,10035527,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,11/13/2000,NATURAL
1014267,10035524,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,11/14/2000,NATURAL
1014267,10035536,COMPRA LOCAL,CHEVROLET,NQR 915 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,11/15/2000,NATURAL
1014263,10075871,COMPRA LOCAL,DAYTONA,DY125 CX7 PRO,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/16/2000,NATURAL
1014263,10075877,COMPRA LOCAL,DAYTONA,DY125 CX7 PRO,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/17/2000,NATURAL
1014263,10075880,COMPRA LOCAL,DAYTONA,DY125 CX7 PRO,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/18/2000,NATURAL
1014263,10074201,COMPRA LOCAL,DAYTONA,DY125 CX7 PRO,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/19/2000,NATURAL
1014263,10075872,COMPRA LOCAL,DAYTONA,DY125 CX7 PRO,CHINA POPULAR,MOTOCICLETA,LIVIANO,11/20/2000,NATURAL
1014255,10035309,COMPRA LOCAL,DONGFENG,EQ1051S3CDF AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/21/2000,NATURAL
1014255,10035311,COMPRA LOCAL,DONGFENG,EQ1051S3CDF AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/22/2000,NATURAL
1014255,10035317,COMPRA LOCAL,DONGFENG,EQ1051S3CDF AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/23/2000,NATURAL
1014254,9915476,COMPRA LOCAL,SHACMAN,X3000 SX32556V384C AC 10.8 2P 6X4 TM DIESEL,CHINA POPULAR,VOLQUETA,PESADO,11/24/2000,NATURAL
1014252,10035273,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/25/2000,NATURAL
1014252,10035258,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/26/2000,NATURAL
1014252,10035261,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/27/2000,NATURAL
1014252,10035254,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/28/2000,NATURAL
1014252,10035254,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/29/2000,NATURAL
1014252,10035272,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,11/30/2000,NATURAL
1014252,10035267,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,12/1/2000,NATURAL
1014252,10035266,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,12/2/2000,NATURAL
1014252,10035275,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,12/3/2000,NATURAL
1014252,10035275,COMPRA LOCAL,DONGFENG,EQ1041S3CDE AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,12/4/2000,NATURAL
1014251,9968424,COMPRA LOCAL,CHEVROLET,NPR 815 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,12/5/2000,NATURAL
1014251,9968421,COMPRA LOCAL,CHEVROLET,NPR 815 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,12/6/2000,NATURAL
1014251,9968411,COMPRA LOCAL,CHEVROLET,NPR 815 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,12/7/2000,NATURAL
1014251,9968417,COMPRA LOCAL,CHEVROLET,NPR 815 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,12/8/2000,NATURAL
1014251,9968414,COMPRA LOCAL,CHEVROLET,NPR 815 EIII AC 5.2 2P 4X2 TM DIESEL,JAPON,CAMION,PESADO,12/9/2000,NATURAL
1014249,9981245,COMPRA LOCAL,SCANIA,R460 B AC 12.7 2P 6X4 TM DIESEL,BRASIL,CAMION,PESADO,12/10/2000,NATURAL
1014245,10083674,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/11/2000,NATURAL
1014245,10077153,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/12/2000,NATURAL
1014245,10077153,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/13/2000,NATURAL
1014245,10101836,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/14/2000,NATURAL
1014245,10101836,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/15/2000,NATURAL
1014245,10101836,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/16/2000,NATURAL
1014245,10101836,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/17/2000,NATURAL
1014245,10101836,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/18/2000,NATURAL
1014245,10086002,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/19/2000,NATURAL
1014245,10077203,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/20/2000,NATURAL
1014245,10097579,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/21/2000,NATURAL
1014245,10104944,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/22/2000,NATURAL
1014245,10098542,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/23/2000,NATURAL
1014245,10077155,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/24/2000,NATURAL
1014245,10077180,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/25/2000,NATURAL
1014245,10091940,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/26/2000,NATURAL
1014245,10091940,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/27/2000,NATURAL
1014245,10091940,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/28/2000,NATURAL
1014245,10091940,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/29/2000,NATURAL
1014245,10068678,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/30/2000,NATURAL
1014245,10077186,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,12/31/2000,NATURAL
1014245,10077186,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/1/2001,NATURAL
1014245,10077186,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/2/2001,NATURAL
1014245,10077186,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/3/2001,NATURAL
1014245,10077186,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/4/2001,NATURAL
1014245,10077186,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/5/2001,NATURAL
1014245,10077164,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/6/2001,NATURAL
1014245,10071159,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/7/2001,NATURAL
1014245,10071159,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/8/2001,NATURAL
1014245,10077188,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/9/2001,NATURAL
1014245,10077192,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/10/2001,NATURAL
1014245,10071161,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/11/2001,NATURAL
1014245,10071161,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/12/2001,NATURAL
1014245,10077179,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/13/2001,NATURAL
1014245,10071162,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/14/2001,NATURAL
1014245,10071162,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/15/2001,NATURAL
1014245,10068680,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/16/2001,NATURAL
1014245,10077101,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/17/2001,NATURAL
1014245,10077183,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/18/2001,NATURAL
1014245,10077185,COMPRA LOCAL,RANGER,150GY,CHINA POPULAR,MOTOCICLETA,LIVIANO,1/19/2001,NATURAL
1014242,10035242,COMPRA LOCAL,DONGFENG,EQ1041S3CDC AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,1/20/2001,NATURAL
1014242,10035242,COMPRA LOCAL,DONGFENG,EQ1041S3CDC AC 3.0 2P 4X2 TM DIESEL,CHINA POPULAR,CAMION,PESADO,1/21/2001,NATURAL
1014236,10066913,IMPORTACION DIRECTA,HYUNDAI,SANTA FE AC 2.5 5P 4X2 TA,ESTADOS UNIDOS,JEEP,LIVIANO,1/22/2001,NATURAL
1014219,10069008,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/23/2001,NATURAL
1014219,10069001,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/24/2001,NATURAL
1014219,10069016,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/25/2001,NATURAL
1014219,10069023,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/26/2001,NATURAL
1014219,10069010,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/27/2001,NATURAL
1014219,10069010,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/28/2001,NATURAL
1014219,10069019,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/29/2001,NATURAL
1014219,10069004,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/30/2001,NATURAL
1014219,10069007,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,1/31/2001,NATURAL
1014219,10069014,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,2/1/2001,NATURAL
1014219,10069014,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,2/2/2001,NATURAL
1014219,10069014,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,2/3/2001,NATURAL
1014219,10069014,COMPRA LOCAL,VOLKSWAGEN,POLO TRENDLINE AC 1.6 5P 4X2 TM,BRASIL,AUTOMOVIL,LIVIANO,2/4/2001,NATURAL
